GEO.id,GEO.id2,GEO.display-label,popchg4201072015,natinc4201072015,births4201072015,deaths4201072015,netmig4201072015,intlmig4201072015,dommig4201072015,popchg20142015,natinc20142015,births20142015,deaths20142015,netmig20142015,intlmig20142015,dommig20142015
Id,Id2,Geography,"Cumulative Estimates of the Components of Population Change - April 1, 2010 to July 1, 2015 - Total Population Change [1]","Cumulative Estimates of the Components of Population Change - April 1, 2010 to July 1, 2015 - Natural Increase","Cumulative Estimates of the Components of Population Change - April 1, 2010 to July 1, 2015 - Vital Events - Births","Cumulative Estimates of the Components of Population Change - April 1, 2010 to July 1, 2015 - Vital Events - Deaths","Cumulative Estimates of the Components of Population Change - April 1, 2010 to July 1, 2015 - Net Migration - Total","Cumulative Estimates of the Components of Population Change - April 1, 2010 to July 1, 2015 - Net Migration - International [2]","Cumulative Estimates of the Components of Population Change - April 1, 2010 to July 1, 2015 - Net Migration - Domestic","Annual Estimates of the Components of Population Change - July 1, 2014 to July 1, 2015 - Total Population Change [1]","Annual Estimates of the Components of Population Change - July 1, 2014 to July 1, 2015 - Natural Increase","Annual Estimates of the Components of Population Change - July 1, 2014 to July 1, 2015 - Vital Events - Births","Annual Estimates of the Components of Population Change - July 1, 2014 to July 1, 2015 - Vital Events - Deaths","Annual Estimates of the Components of Population Change - July 1, 2014 to July 1, 2015 - Net Migration - Total","Annual Estimates of the Components of Population Change - July 1, 2014 to July 1, 2015 - Net Migration - International [2]","Annual Estimates of the Components of Population Change - July 1, 2014 to July 1, 2015 - Net Migration - Domestic"
310M200US37220,37220,"Pahrump, NV Micro Area",-1468,-1409,1950,3359,-157,134,-291,274,-264,354,618,510,28,482
310M200US37260,37260,"Palatka, FL Micro Area",-2341,-543,4419,4962,-1611,133,-1744,-17,-107,827,934,109,29,80
310M200US37300,37300,"Palestine, TX Micro Area",-878,-174,3072,3246,-618,18,-636,-162,-42,587,629,-89,9,-98
310M200US37420,37420,"Pampa, TX Micro Area",675,468,1768,1300,227,32,195,-209,99,343,244,-262,9,-271
310M200US37500,37500,"Paragould, AR Micro Area",2106,513,2912,2399,1615,85,1530,467,120,567,447,355,21,334
310M200US37540,37540,"Paris, TN Micro Area",-183,-562,1764,2326,363,59,304,-114,-110,337,447,-40,12,-52
310M200US37580,37580,"Paris, TX Micro Area",-349,201,3427,3226,-638,68,-706,-17,14,664,650,-91,18,-109
310M200US37660,37660,"Parsons, KS Micro Area",-804,65,1423,1358,-855,60,-915,-73,49,271,222,-124,12,-136
310M200US37740,37740,"Payson, AZ Micro Area",-438,-537,3277,3814,22,122,-100,20,-157,620,777,118,27,91
310M200US37780,37780,"Pecos, TX Micro Area",949,427,942,515,516,199,317,341,110,202,92,233,45,188
310M200US37940,37940,"Peru, IN Micro Area",-1041,114,1931,1817,-1107,2,-1109,-121,16,364,348,-81,0,-81
310M200US38100,38100,"Picayune, MS Micro Area",-556,229,3388,3159,-818,21,-839,-107,20,628,608,-128,6,-134
310M200US38180,38180,"Pierre, SD Micro Area",574,682,1535,853,-83,28,-111,-73,132,299,167,-195,4,-199
310M200US38240,38240,"Pinehurst-Southern Pines, NC Micro Area",6105,-302,5186,5488,6091,391,5700,1286,-57,1039,1096,1202,94,1108
310M200US38260,38260,"Pittsburg, KS Micro Area",83,497,2562,2065,-381,581,-962,-157,129,485,356,-262,124,-386
310M200US38380,38380,"Plainview, TX Micro Area",-1913,1176,2789,1613,-3178,184,-3362,-242,173,480,307,-442,41,-483
310M200US38420,38420,"Platteville, WI Micro Area",1042,321,2835,2514,725,116,609,426,73,555,482,337,26,311
310M200US38460,38460,"Plattsburgh, NY Micro Area",-880,390,4024,3634,-1306,724,-2030,-451,44,733,689,-490,159,-649
310M200US38500,38500,"Plymouth, IN Micro Area",-190,709,3037,2328,-917,190,-1107,-156,126,574,448,-299,43,-342
310M200US38580,38580,"Point Pleasant, WV-OH Micro Area",-1081,-114,3477,3591,-944,120,-1064,-247,-29,652,681,-192,28,-220
