date,Metro,State,Net flow
2021/1/1,Tucson,AZ,456
2021/1/1,Oklahoma City,OK,506
2021/1/1,Greenville,SC,537
2021/1/1,Pittsburgh,PA,604
2021/1/1,Fort Collins,CO,621
2021/1/1,Minneapolis,MN,623
2021/1/1,Palm Bay,FL,624
2021/1/1,St. Louis,MO,631
2021/1/1,Portland,OR,672
2021/1/1,San Diego,CA,686
2021/1/1,Grand Rapids,MI,734
2021/1/1,Asheville,NC,1026
2021/1/1,Albuquerque,NM,1049
2021/1/1,Reno,NV,1067
2021/1/1,New Orleans,LA,1075
2021/1/1,Knoxville,TN,1104
2021/1/1,Kansas City,MO,1172
2021/1/1,Salt Lake City,UT,1206
2021/1/1,Kahului,HI,1454
2021/1/1,Myrtle Beach,SC,1472
2021/1/1,Wenatchee,WA,1541
2021/1/1,Cleveland,OH,1567
2021/1/1,Salisbury,MD,1645
2021/1/1,Philadelphia,PA,1675
2021/1/1,Virginia Beach,VA,1675
2021/1/1,Charleston,SC,1678
2021/1/1,San Luis Obispo,CA,1689
2021/1/1,Boise City,ID,1901
2021/1/1,Bakersfield,CA,1975
2021/1/1,Urban Honolulu,HI,2062
2021/1/1,Houston,TX,2220
2021/1/1,Bend,OR,2512
2021/1/1,Portland,ME,2548
2021/1/1,Jacksonville,FL,2924
2021/1/1,Raleigh,NC,3564
2021/1/1,San Antonio,TX,3980
2021/1/1,Charlotte,NC,4159
2021/1/1,Nashville,TN,5201
2021/1/1,North Port,FL,5208
2021/1/1,Orlando,FL,6350
2021/1/1,Cape Coral,FL,6894
2021/1/1,Tampa,FL,7621
2021/1/1,Sacramento,CA,8748
2021/1/1,Miami,FL,8846
2021/1/1,Atlanta,GA,8855
2021/1/1,Dallas,TX,9178
2021/1/1,Las Vegas,NV,10939
2021/1/1,Austin,TX,10953
2021/1/1,Phoenix,AZ,12391
2021/4/1,New York,NY,-48535
2021/4/1,San Jose,CA,-45577
2021/4/1,Los Angeles,CA,-33723
2021/4/1,Washington,DC,-18143
2021/4/1,Denver,CO,-9003
2021/4/1,Chicago,IL,-6628
2021/4/1,Seattle,WA,-6158
2021/4/1,Boston,MA,-4991
2021/4/1,Detroit,MI,-3265
2021/4/1,Milwaukee,WI,-3222
2021/4/1,Indianapolis,IN,-1998
2021/4/1,Springfield,MA,-1416
2021/4/1,South Bend,IN,-876
2021/4/1,Rockford,IL,-839
2021/4/1,Peoria,IL,-797
2021/4/1,Champaign,IL,-777
2021/4/1,Fayetteville,NC,-766
2021/4/1,Kennewick,WA,-681
2021/4/1,Bellingham,WA,-584
2021/4/1,Lansing,MI,-568
2021/4/1,Spokane,WA,-502
2021/4/1,Chico,CA,-462
2021/4/1,Albany,NY,-435
2021/4/1,Beaumont,TX,-391
2021/4/1,Eugene,OR,-386
2021/4/1,Des Moines,IA,-375
2021/4/1,Bloomington,IL,-363
2021/4/1,Omaha,NE,-265
2021/4/1,Cincinnati,OH,-231
2021/4/1,Lexington,KY,-195
2021/4/1,McAllen,TX,-154
2021/4/1,Lincoln,NE,-118
2021/4/1,Dayton,OH,-111
2021/4/1,Youngstown,OH,-64
2021/4/1,Baton Rouge,LA,-63
2021/4/1,Rochester,MN,-31
2021/4/1,Appleton,WI,-22
2021/4/1,Anchorage,AK,1
2021/4/1,Minneapolis,MN,9
2021/4/1,Lancaster,PA,15
2021/4/1,Richmond,VA,24
2021/4/1,Syracuse,NY,26
2021/4/1,Santa Maria,CA,34
2021/4/1,Harrisburg,PA,46
2021/4/1,Kalamazoo,MI,53
2021/4/1,Louisville,KY,84
2021/4/1,Madison,WI,123
2021/4/1,Burlington,VT,133
2021/4/1,Pensacola,FL,141
2021/4/1,Clarksville,TN,147
2021/4/1,Green Bay,WI,152
2021/4/1,Corpus Christi,TX,182
2021/4/1,Rochester,NY,214
2021/4/1,Little Rock,AR,223
2021/4/1,Birmingham,AL,229
2021/4/1,Medford,OR,250
2021/4/1,Huntsville,AL,252
2021/4/1,Hartford,CT,292
2021/4/1,Oklahoma City,OK,324
2021/4/1,Buffalo,NY,353
2021/4/1,Killeen,TX,373
2021/4/1,Allentown,PA,400
2021/4/1,El Paso,TX,401
2021/4/1,Chattanooga,TN,404
2021/4/1,Memphis,TN,472
2021/4/1,Columbia,SC,479
2021/4/1,Savannah,GA,481
2021/4/1,Tulsa,OK,484
2021/4/1,Columbus,OH,555
2021/4/1,Crestview,FL,582
2021/4/1,Tucson,AZ,583
2021/4/1,Salinas,CA,595
2021/4/1,Colorado Springs,CO,617
2021/4/1,Greensboro,NC,685
2021/4/1,St. Louis,MO,725
2021/4/1,Grand Rapids,MI,735
2021/4/1,Fort Collins,CO,761
2021/4/1,Pittsburgh,PA,820
2021/4/1,Kansas City,MO,936
2021/4/1,Palm Bay,FL,936
2021/4/1,Fresno,CA,1026
2021/4/1,Reno,NV,1125
2021/4/1,Salt Lake City,UT,1146
2021/4/1,Greenville,SC,1157
2021/4/1,Asheville,NC,1163
2021/4/1,New Orleans,LA,1234
2021/4/1,Knoxville,TN,1292
2021/4/1,Philadelphia,PA,1299
2021/4/1,Portland,OR,1323
2021/4/1,Albuquerque,NM,1372
2021/4/1,Kahului,HI,1481
2021/4/1,Houston,TX,1680
2021/4/1,Myrtle Beach,SC,1692
2021/4/1,Cleveland,OH,1765
2021/4/1,Charleston,SC,1805
2021/4/1,Boise City,ID,1901
2021/4/1,Bakersfield,CA,1950
2021/4/1,Wenatchee,WA,1993
2021/4/1,San Luis Obispo,CA,2016
2021/4/1,Urban Honolulu,HI,2153
2021/4/1,Virginia Beach,VA,2155
2021/4/1,Salisbury,MD,2304
2021/4/1,Bend,OR,2756
2021/4/1,Portland,ME,3142
2021/4/1,San Diego,CA,3147
2021/4/1,Jacksonville,FL,3264
2021/4/1,Charlotte,NC,3807
2021/4/1,Raleigh,NC,3808
2021/4/1,San Antonio,TX,4368
2021/4/1,Nashville,TN,5071
2021/4/1,North Port,FL,5159
2021/4/1,Orlando,FL,5532
2021/4/1,Cape Coral,FL,6477
2021/4/1,Dallas,TX,7493
2021/4/1,Austin,TX,7731
2021/4/1,Atlanta,GA,7773
2021/4/1,Tampa,FL,7969
2021/4/1,Miami,FL,9834
2021/4/1,Sacramento,CA,9910
2021/4/1,Las Vegas,NV,10920
2021/4/1,Phoenix,AZ,11450
2021/7/1,San Jose,CA,-61533
2021/7/1,Los Angeles,CA,-37905
2021/7/1,New York,NY,-30384
2021/7/1,Washington,DC,-19706
2021/7/1,Boston,MA,-10156
2021/7/1,Chicago,IL,-5303
2021/7/1,Denver,CO,-5241
2021/7/1,Seattle,WA,-4455
2021/7/1,Detroit,MI,-4212
2021/7/1,Minneapolis,MN,-2418
2021/7/1,Albany,NY,-2036
2021/7/1,Fayetteville,NC,-1206
2021/7/1,Springfield,MA,-937
2021/7/1,Rockford,IL,-609
2021/7/1,Lansing,MI,-595
2021/7/1,Orlando,FL,-475
2021/7/1,Lincoln,NE,-399
2021/7/1,Peoria,IL,-343
2021/7/1,Kennewick,WA,-281
2021/7/1,Augusta,GA,-276
2021/7/1,Hilton Head Island,SC,-233
2021/7/1,Lexington,KY,-206
2021/7/1,Louisville,KY,-179
2021/7/1,Champaign,IL,-120
2021/7/1,Toledo,OH,-110
2021/7/1,Chico,CA,-85
2021/7/1,Des Moines,IA,-59
2021/7/1,South Bend,IN,-48
2021/7/1,Rochester,MN,-13
2021/7/1,Syracuse,NY,-11
2021/7/1,Burlington,VT,15
2021/7/1,Eau Claire,WI,23
2021/7/1,Dayton,OH,30
2021/7/1,Hickory,NC,47
2021/7/1,Kansas City,MO,55
2021/7/1,Youngstown,OH,76
2021/7/1,Kalamazoo,MI,83
2021/7/1,Lancaster,PA,87
2021/7/1,Appleton,WI,88
2021/7/1,Madison,WI,89
2021/7/1,Omaha,NE,94
2021/7/1,Buffalo,NY,115
2021/7/1,Anchorage,AK,175
2021/7/1,Philadelphia,PA,185
2021/7/1,Green Bay,WI,196
2021/7/1,Clarksville,TN,209
2021/7/1,McAllen,TX,230
2021/7/1,Baton Rouge,LA,238
2021/7/1,Huntsville,AL,247
2021/7/1,Columbia,SC,250
2021/7/1,Medford,OR,277
2021/7/1,Birmingham,AL,292
2021/7/1,Cincinnati,OH,316
2021/7/1,Little Rock,AR,336
2021/7/1,Oklahoma City,OK,352
2021/7/1,Pensacola,FL,368
2021/7/1,Hartford,CT,439
2021/7/1,Eugene,OR,455
2021/7/1,Ocala,FL,459
2021/7/1,Milwaukee,WI,460
2021/7/1,Rochester,NY,479
2021/7/1,St. Louis,MO,554
2021/7/1,Crestview,FL,563
2021/7/1,Memphis,TN,574
2021/7/1,Salt Lake City,UT,582
2021/7/1,Harrisburg,PA,587
2021/7/1,Chattanooga,TN,599
2021/7/1,Tulsa,OK,605
2021/7/1,Corpus Christi,TX,626
2021/7/1,El Paso,TX,645
2021/7/1,Killeen,TX,672
2021/7/1,Allentown,PA,674
2021/7/1,Indianapolis,IN,735
2021/7/1,Pittsburgh,PA,779
2021/7/1,Portland,OR,801
2021/7/1,Savannah,GA,825
2021/7/1,Richmond,VA,840
2021/7/1,Columbus,OH,939
2021/7/1,Grand Rapids,MI,959
2021/7/1,Reno,NV,1035
2021/7/1,Fort Collins,CO,1090
2021/7/1,Santa Maria,CA,1123
2021/7/1,Greenville,SC,1134
2021/7/1,Cleveland,OH,1207
2021/7/1,Colorado Springs,CO,1248
2021/7/1,Greensboro,NC,1248
2021/7/1,Palm Bay,FL,1252
2021/7/1,Tucson,AZ,1353
2021/7/1,New Orleans,LA,1368
2021/7/1,Albuquerque,NM,1512
2021/7/1,Houston,TX,1527
2021/7/1,Charleston,SC,1566
2021/7/1,Fresno,CA,1584
2021/7/1,Kahului,HI,1646
2021/7/1,Knoxville,TN,1702
2021/7/1,Asheville,NC,1755
2021/7/1,Wenatchee,WA,1844
2021/7/1,Bakersfield,CA,1899
2021/7/1,Salinas,CA,2014
2021/7/1,Myrtle Beach,SC,2221
2021/7/1,Urban Honolulu,HI,2274
2021/7/1,Raleigh,NC,2335
2021/7/1,San Luis Obispo,CA,2356
2021/7/1,Boise City,ID,2448
2021/7/1,Bellingham,WA,2457
2021/7/1,Charlotte,NC,2632
2021/7/1,Virginia Beach,VA,2732
2021/7/1,Jacksonville,FL,2924
2021/7/1,Bend,OR,2963
2021/7/1,Spokane,WA,3137
2021/7/1,Nashville,TN,3348
2021/7/1,Salisbury,MD,3896
2021/7/1,San Diego,CA,4010
2021/7/1,Austin,TX,4415
2021/7/1,Portland,ME,4517
2021/7/1,Dallas,TX,4664
2021/7/1,Atlanta,GA,4769
2021/7/1,North Port,FL,4907
2021/7/1,San Antonio,TX,5235
2021/7/1,Cape Coral,FL,5260
2021/7/1,Tampa,FL,7324
2021/7/1,Las Vegas,NV,7777
2021/7/1,Sacramento,CA,9250
2021/7/1,Phoenix,AZ,9959
2021/7/1,Miami,FL,11872
2021/10/1,San Jose,CA,-48904
2021/10/1,Los Angeles,CA,-39586
2021/10/1,New York,NY,-27769
2021/10/1,Washington,DC,-18675
2021/10/1,Seattle,WA,-16632
2021/10/1,Boston,MA,-9980
2021/10/1,Chicago,IL,-7033
2021/10/1,Denver,CO,-3275
2021/10/1,Minneapolis,MN,-2122
2021/10/1,Portland,OR,-1668
2021/10/1,Detroit,MI,-1340
2021/10/1,Fayetteville,NC,-1138
2021/10/1,Springfield,MA,-872
2021/10/1,Albany,NY,-733
2021/10/1,Rockford,IL,-534
2021/10/1,Lansing,MI,-447
2021/10/1,Peoria,IL,-320
2021/10/1,Buffalo,NY,-314
2021/10/1,Kennewick,WA,-273
2021/10/1,Lexington,KY,-270
2021/10/1,Charlottesville,VA,-210
2021/10/1,Louisville,KY,-207
2021/10/1,Champaign,IL,-144
2021/10/1,Hartford,CT,-129
2021/10/1,Augusta,GA,-97
2021/10/1,Lincoln,NE,-82
2021/10/1,South Bend,IN,-76
2021/10/1,Dayton,OH,-50
2021/10/1,Toledo,OH,-39
2021/10/1,Kalamazoo,MI,-35
2021/10/1,Rochester,MN,-18
2021/10/1,Madison,WI,7
2021/10/1,Des Moines,IA,19
2021/10/1,Anchorage,AK,38
2021/10/1,Syracuse,NY,43
2021/10/1,Burlington,VT,44
2021/10/1,Clarksville,TN,53
2021/10/1,Hickory,NC,55
2021/10/1,Youngstown,OH,57
2021/10/1,Omaha,NE,70
2021/10/1,Tallahassee,FL,86
2021/10/1,Lancaster,PA,102
2021/10/1,Appleton,WI,104
2021/10/1,Cleveland,OH,108
2021/10/1,Kansas City,MO,119
2021/10/1,Gainesville,FL,126
2021/10/1,Chico,CA,146
2021/10/1,Green Bay,WI,151
2021/10/1,Salt Lake City,UT,200
2021/10/1,Eugene,OR,204
2021/10/1,Baton Rouge,LA,205
2021/10/1,McAllen,TX,217
2021/10/1,Little Rock,AR,281
2021/10/1,Medford,OR,295
2021/10/1,Huntsville,AL,300
2021/10/1,Philadelphia,PA,311
2021/10/1,Birmingham,AL,328
2021/10/1,Columbia,SC,340
2021/10/1,Cincinnati,OH,351
2021/10/1,Milwaukee,WI,401
2021/10/1,Orlando,FL,437
2021/10/1,Corpus Christi,TX,465
2021/10/1,Columbus,OH,469
2021/10/1,Pensacola,FL,484
2021/10/1,Rochester,NY,493
2021/10/1,Tulsa,OK,539
2021/10/1,Ocala,FL,589
2021/10/1,St. Louis,MO,593
2021/10/1,El Paso,TX,597
2021/10/1,Harrisburg,PA,621
2021/10/1,Pittsburgh,PA,622
2021/10/1,Oklahoma City,OK,625
2021/10/1,Memphis,TN,641
2021/10/1,Allentown,PA,656
2021/10/1,Killeen,TX,700
2021/10/1,Indianapolis,IN,706
2021/10/1,Crestview,FL,707
2021/10/1,Savannah,GA,774
2021/10/1,Grand Rapids,MI,827
2021/10/1,Chattanooga,TN,857
2021/10/1,Richmond,VA,905
2021/10/1,Santa Maria,CA,906
2021/10/1,Fort Collins,CO,921
2021/10/1,Reno,NV,997
2021/10/1,Colorado Springs,CO,1112
2021/10/1,Greensboro,NC,1245
2021/10/1,Palm Bay,FL,1250
2021/10/1,Greenville,SC,1257
2021/10/1,New Orleans,LA,1261
2021/10/1,Tucson,AZ,1417
2021/10/1,Albuquerque,NM,1482
2021/10/1,Charleston,SC,1496
2021/10/1,Fresno,CA,1532
2021/10/1,Asheville,NC,1704
2021/10/1,Salinas,CA,1743
2021/10/1,Bellingham,WA,1781
2021/10/1,Urban Honolulu,HI,1809
2021/10/1,Knoxville,TN,1860
2021/10/1,San Luis Obispo,CA,1869
2021/10/1,Wenatchee,WA,1894
2021/10/1,Myrtle Beach,SC,1898
2021/10/1,Bakersfield,CA,1970
2021/10/1,Houston,TX,1977
2021/10/1,Kahului,HI,1978
2021/10/1,Raleigh,NC,2015
2021/10/1,Charlotte,NC,2142
2021/10/1,Virginia Beach,VA,2277
2021/10/1,Bend,OR,2547
2021/10/1,Boise City,ID,2607
2021/10/1,San Diego,CA,2794
2021/10/1,Spokane,WA,2865
2021/10/1,Salisbury,MD,2929
2021/10/1,Jacksonville,FL,3109
2021/10/1,Portland,ME,3645
2021/10/1,Nashville,TN,3968
2021/10/1,Austin,TX,4210
2021/10/1,Atlanta,GA,4921
2021/10/1,San Antonio,TX,5334
2021/10/1,North Port,FL,5362
2021/10/1,Cape Coral,FL,5526
2021/10/1,Dallas,TX,6363
2021/10/1,Tampa,FL,7678
2021/10/1,Sacramento,CA,7756
2021/10/1,Las Vegas,NV,8031
2021/10/1,Phoenix,AZ,11047
2021/10/1,Miami,FL,11931
2022/1/1,San Jose,CA,-52964
2022/1/1,Los Angeles,CA,-37148
2022/1/1,New York,NY,-32834
2022/1/1,Washington,DC,-25409
2022/1/1,Seattle,WA,-23867
2022/1/1,Boston,MA,-14173
2022/1/1,Chicago,IL,-8945
2022/1/1,Denver,CO,-5155
2022/1/1,Minneapolis,MN,-2967
2022/1/1,Portland,OR,-2864
2022/1/1,Cleveland,OH,-1488
2022/1/1,Fayetteville,NC,-1233
2022/1/1,Springfield,MA,-1182
2022/1/1,Detroit,MI,-1161
2022/1/1,Albany,NY,-1078
2022/1/1,Buffalo,NY,-989
2022/1/1,Salt Lake City,UT,-971
2022/1/1,Lansing,MI,-662
2022/1/1,Rockford,IL,-534
2022/1/1,Hartford,CT,-383
2022/1/1,South Bend,IN,-370
2022/1/1,Kennewick,WA,-345
2022/1/1,Columbus,GA,-323
2022/1/1,Peoria,IL,-316
2022/1/1,Lexington,KY,-313
2022/1/1,Louisville,KY,-284
2022/1/1,Hilton Head Island,SC,-253
2022/1/1,Madison,WI,-244
2022/1/1,Bloomington,IL,-208
2022/1/1,Kalamazoo,MI,-201
2022/1/1,Champaign,IL,-195
2022/1/1,Scranton,PA,-150
2022/1/1,Dayton,OH,-114
2022/1/1,Burlington,VT,-103
2022/1/1,Milwaukee,WI,-92
2022/1/1,Homosassa Springs,FL,-72
2022/1/1,Lincoln,NE,-58
2022/1/1,Syracuse,NY,-55
2022/1/1,Des Moines,IA,-49
2022/1/1,Toledo,OH,-49
2022/1/1,Charlottesville,VA,-36
2022/1/1,Jackson,MS,-32
2022/1/1,Kansas City,MO,-11
2022/1/1,Rochester,MN,-9
2022/1/1,Omaha,NE,-3
2022/1/1,Clarksville,TN,-1
2022/1/1,Saginaw,MI,6
2022/1/1,Shreveport,LA,7
2022/1/1,Anchorage,AK,25
2022/1/1,Eau Claire,WI,43
2022/1/1,Mobile,AL,46
2022/1/1,Youngstown,OH,58
2022/1/1,Gulfport,MS,67
2022/1/1,Lancaster,PA,74
2022/1/1,Augusta,GA,93
2022/1/1,Green Bay,WI,98
2022/1/1,Appleton,WI,109
2022/1/1,Columbus,OH,133
2022/1/1,Macon,GA,149
2022/1/1,Hickory,NC,153
2022/1/1,Tallahassee,FL,188
2022/1/1,Eugene,OR,196
2022/1/1,Gainesville,FL,205
2022/1/1,Cincinnati,OH,226
2022/1/1,McAllen,TX,227
2022/1/1,Baton Rouge,LA,245
2022/1/1,Fayetteville,AR,260
2022/1/1,Huntsville,AL,298
2022/1/1,Chico,CA,314
2022/1/1,Rochester,NY,360
2022/1/1,Little Rock,AR,362
2022/1/1,Philadelphia,PA,392
2022/1/1,Birmingham,AL,461
2022/1/1,Allentown,PA,547
2022/1/1,Medford,OR,547
2022/1/1,Grand Rapids,MI,575
2022/1/1,Pittsburgh,PA,584
2022/1/1,Corpus Christi,TX,593
2022/1/1,St. Louis,MO,613
2022/1/1,Columbia,SC,669
2022/1/1,Memphis,TN,692
2022/1/1,Fort Collins,CO,709
2022/1/1,Reno,NV,803
2022/1/1,Indianapolis,IN,807
2022/1/1,Killeen,TX,830
2022/1/1,Chattanooga,TN,838
2022/1/1,El Paso,TX,845
2022/1/1,Pensacola,FL,871
2022/1/1,Santa Maria,CA,900
2022/1/1,Harrisburg,PA,902
2022/1/1,Crestview,FL,919
2022/1/1,Tulsa,OK,932
2022/1/1,Prescott Valley,AZ,1023
2022/1/1,Colorado Springs,CO,1060
2022/1/1,Richmond,VA,1081
2022/1/1,Ocala,FL,1083
2022/1/1,Oklahoma City,OK,1113
2022/1/1,Savannah,GA,1263
2022/1/1,Greensboro,NC,1439
2022/1/1,Bellingham,WA,1473
2022/1/1,Wenatchee,WA,1524
2022/1/1,Asheville,NC,1528
2022/1/1,Greenville,SC,1610
2022/1/1,New Orleans,LA,1681
2022/1/1,Albuquerque,NM,1687
2022/1/1,Fresno,CA,1774
2022/1/1,Salinas,CA,1821
2022/1/1,Tucson,AZ,1845
2022/1/1,Palm Bay,FL,1854
2022/1/1,Charleston,SC,1878
2022/1/1,Raleigh,NC,1981
2022/1/1,Knoxville,TN,2062
2022/1/1,Boise City,ID,2084
2022/1/1,San Luis Obispo,CA,2159
2022/1/1,Kahului,HI,2216
2022/1/1,Myrtle Beach,SC,2347
2022/1/1,Charlotte,NC,2357
2022/1/1,Spokane,WA,2385
2022/1/1,Urban Honolulu,HI,2447
2022/1/1,Bakersfield,CA,2583
2022/1/1,Virginia Beach,VA,2665
2022/1/1,Bend,OR,2717
2022/1/1,Orlando,FL,2976
2022/1/1,Austin,TX,3024
2022/1/1,Nashville,TN,3150
2022/1/1,Salisbury,MD,3151
2022/1/1,Portland,ME,3316
2022/1/1,San Diego,CA,3948
2022/1/1,Jacksonville,FL,4174
2022/1/1,Houston,TX,4674
2022/1/1,Atlanta,GA,5310
2022/1/1,Dallas,TX,6115
2022/1/1,San Antonio,TX,6334
2022/1/1,North Port,FL,7402
2022/1/1,Cape Coral,FL,7930
2022/1/1,Las Vegas,NV,9333
2022/1/1,Sacramento,CA,9541
2022/1/1,Tampa,FL,11147
2022/1/1,Phoenix,AZ,14009
2022/1/1,Miami,FL,16480
2022/4/1,San Jose,CA,-48718
2022/4/1,Los Angeles,CA,-40632
2022/4/1,New York,NY,-35165
2022/4/1,Washington,DC,-24492
2022/4/1,Seattle,WA,-18594
2022/4/1,Boston,MA,-12493
2022/4/1,Detroit,MI,-7334
2022/4/1,Denver,CO,-5635
2022/4/1,Chicago,IL,-4769
2022/4/1,Minneapolis,MN,-2795
2022/4/1,Portland,OR,-2196
2022/4/1,Springfield,MA,-1315
2022/4/1,Salt Lake City,UT,-1175
2022/4/1,Albany,NY,-1101
2022/4/1,Fayetteville,NC,-969
2022/4/1,Cleveland,OH,-924
2022/4/1,Lafayette,IN,-913
2022/4/1,Lansing,MI,-530
2022/4/1,Louisville,KY,-465
2022/4/1,Rockford,IL,-429
2022/4/1,Columbus,GA,-355
2022/4/1,Peoria,IL,-343
2022/4/1,Kennewick,WA,-338
2022/4/1,Springfield,IL,-318
2022/4/1,Lexington,KY,-238
2022/4/1,Hilton Head Island,SC,-235
2022/4/1,Champaign,IL,-229
2022/4/1,Bloomington,IL,-202
2022/4/1,Visalia,CA,-167
2022/4/1,Scranton,PA,-155
2022/4/1,Lafayette,LA,-137
2022/4/1,South Bend,IN,-133
2022/4/1,Madison,WI,-129
2022/4/1,Lincoln,NE,-113
2022/4/1,Kalamazoo,MI,-66
2022/4/1,Evansville,IN,-42
2022/4/1,Milwaukee,WI,-31
2022/4/1,Hartford,CT,-27
2022/4/1,Wilmington,NC,-26
2022/4/1,Burlington,VT,-21
2022/4/1,Des Moines,IA,-18
2022/4/1,Rochester,MN,-15
2022/4/1,Anchorage,AK,-1
2022/4/1,Omaha,NE,16
2022/4/1,Shreveport,LA,18
2022/4/1,Wichita,KS,21
2022/4/1,Homosassa Springs,FL,25
2022/4/1,Eau Claire,WI,28
2022/4/1,Jackson,MS,28
2022/4/1,Syracuse,NY,29
2022/4/1,Saginaw,MI,49
2022/4/1,Charlottesville,VA,55
2022/4/1,Hickory,NC,65
2022/4/1,Appleton,WI,74
2022/4/1,Youngstown,OH,77
2022/4/1,Dayton,OH,84
2022/4/1,Clarksville,TN,88
2022/4/1,Gulfport,MS,99
2022/4/1,Augusta,GA,107
2022/4/1,Mobile,AL,112
2022/4/1,Toledo,OH,119
2022/4/1,Kansas City,MO,134
2022/4/1,Green Bay,WI,164
2022/4/1,Lancaster,PA,165
2022/4/1,Gainesville,FL,167
2022/4/1,Buffalo,NY,182
2022/4/1,Macon,GA,197
2022/4/1,Tallahassee,FL,206
2022/4/1,McAllen,TX,216
2022/4/1,Eugene,OR,234
2022/4/1,Bangor,ME,247
2022/4/1,Fayetteville,AR,271
2022/4/1,Little Rock,AR,289
2022/4/1,Huntsville,AL,292
2022/4/1,Baton Rouge,LA,419
2022/4/1,Chico,CA,459
2022/4/1,Birmingham,AL,509
2022/4/1,Cincinnati,OH,538
2022/4/1,Rochester,NY,543
2022/4/1,Corpus Christi,TX,667
2022/4/1,El Paso,TX,683
2022/4/1,Medford,OR,688
2022/4/1,Orlando,FL,688
2022/4/1,Harrisburg,PA,749
2022/4/1,Memphis,TN,749
2022/4/1,Allentown,PA,757
2022/4/1,Santa Maria,CA,762
2022/4/1,Columbia,SC,797
2022/4/1,Reno,NV,806
2022/4/1,Killeen,TX,841
2022/4/1,Oklahoma City,OK,850
2022/4/1,Pittsburgh,PA,858
2022/4/1,Pensacola,FL,872
2022/4/1,Chattanooga,TN,880
2022/4/1,Tulsa,OK,912
2022/4/1,Indianapolis,IN,980
2022/4/1,Grand Rapids,MI,983
2022/4/1,St. Louis,MO,984
2022/4/1,Fort Collins,CO,986
2022/4/1,Tucson,AZ,1004
2022/4/1,Ocala,FL,1089
2022/4/1,Columbus,OH,1112
2022/4/1,Colorado Springs,CO,1145
2022/4/1,Crestview,FL,1152
2022/4/1,Savannah,GA,1178
2022/4/1,Richmond,VA,1245
2022/4/1,Philadelphia,PA,1276
2022/4/1,Prescott Valley,AZ,1314
2022/4/1,Austin,TX,1543
2022/4/1,Greenville,SC,1574
2022/4/1,Asheville,NC,1579
2022/4/1,New Orleans,LA,1599
2022/4/1,Palm Bay,FL,1686
2022/4/1,Salinas,CA,1731
2022/4/1,Greensboro,NC,1775
2022/4/1,Kahului,HI,1828
2022/4/1,Bellingham,WA,1871
2022/4/1,Wenatchee,WA,1924
2022/4/1,Boise City,ID,1951
2022/4/1,Albuquerque,NM,2070
2022/4/1,Charleston,SC,2070
2022/4/1,Fresno,CA,2092
2022/4/1,Urban Honolulu,HI,2127
2022/4/1,San Luis Obispo,CA,2232
2022/4/1,Knoxville,TN,2252
2022/4/1,Charlotte,NC,2347
2022/4/1,Bakersfield,CA,2576
2022/4/1,Spokane,WA,2637
2022/4/1,Raleigh,NC,2711
2022/4/1,Bend,OR,2722
2022/4/1,Myrtle Beach,SC,2847
2022/4/1,Nashville,TN,2854
2022/4/1,Salisbury,MD,2862
2022/4/1,Virginia Beach,VA,3155
2022/4/1,Portland,ME,3585
2022/4/1,Jacksonville,FL,3818
2022/4/1,Atlanta,GA,4151
2022/4/1,Houston,TX,4617
2022/4/1,Dallas,TX,4964
2022/4/1,San Antonio,TX,5335
2022/4/1,North Port,FL,6626
2022/4/1,San Diego,CA,6804
2022/4/1,Cape Coral,FL,7015
2022/4/1,Las Vegas,NV,8597
2022/4/1,Sacramento,CA,9640
2022/4/1,Phoenix,AZ,9730
2022/4/1,Tampa,FL,9841
2022/4/1,Miami,FL,12614
